Comment,Sentiment
I like how the trailers didnÉ??t reveal Tobey Maguire and Andrew Garfield Spider-Man  to keep the suspense,positive
Next trailer shorter and with less spoiler please please PLEASE!,negative
"You know I saw all the fan made videos of Tom holland, Toby maguire, and Andrew Garfield and I said it was to good to be true but here we sre",positive
The future generations arenÉ??t gonna understand how hype this movie was,positive
This is not good movie as all other marvel movies. <br>I think rating Must not be exceed 6.0.<br>Paisa barbad behnchod,negative
This is the tag team we&#39;ve been yearning for. This movie was legit fire ???ù????,neutral
Im watching this movie right now and think it is HORRID!!!! the side kick friends DID NOTHING the whole movie that mattered.  Aunt may died for no reason. The two other spiderman are way better and have way better movies. BAD BAD MOVIE!! For anyone over 40 this movie sucked and was for kids who don;t know what good movies are.,negative
"update I just seen this now, and probably the movie seen Thor Ragnorok ?",neutral
Yay I am waiting for this movie long time ago,positive
oh shit. I can not wait,positive
I just watched this and i got so emotional because of the hype ????<br>I&#39;m glad it happened ???Å,positive
It&#39;s a most boring movie of marvel I have ever seen..ise to kkr ki movie Achi lagne lgi bcz is movie ki Tarah Hume jiyada umeed nhi rakhni Chahiye.waste night.,negative
I like it but the end No i was disappointed,negative
This seems so confusing,negative
"Coming back to this banger, this is cinema",positive
Another fanservice empty movie. For the kids.<br>F,negative
I hope that we will have a universe without such worst film.,negative
For those who don&#39;t know:- This movie was the outcome of 20 years of spider man  franchise.,neutral
Next Month Makes A Year This Movie Dropped And I STILL Cry At This Trailer. Best Marvel And Spider Man Movie Of All Time.,positive
They are so many Tom Holland spider man movies that end with home now I think there will be a &quot;spider man homeless&quot;movie lol,positive
"What a garbage movie, had to quit half way through it was that bad.",negative
bro its insane to think that across the spider verse and beyond the spider verse are probably gonna reach the heights of this movie I mean god damn I love spiderman,positive
"I&#39;m sure 10millions of views are mine, I literally watch this trailer every single day, I love this trailer and I remember the hype in 2021.",positive
I miss that feeling,positive
This was so sad,negative
Andrew Garfield was across the street at the Paris Theater in NYC promoting Tic Tic Boom when this trailer dropped.,neutral
???? in telugu cinemas they are re -releasing so many old movies in india ???????? please re -release hollywood superhero movies in india. Re -release in 3d format ???è??èØÉù?ã?èÉù?ã?è,positive
i dont know why but i hate to see Zendaya Maree,negative
"After all the leaks, all the hype, all the everythingÉ?? this was a solid 8/10",negative
The final good marvel movie,positive
That is a best Marvel movies cant wait,positive
Worse movie iv ever seen took my niece she loves spider man It really sucked bad ..shouldve watched christmas  story movie for free üòÜlol.,negative
"Damn, where was I when this legendary work was announced!!",positive
Stupi&#39; spider .. i only watched half and then goodbye..,negative
I wish Stan Lee lived long enough to see this movie he would be proud,positive
The best movie of phase 4,positive
"and that&#39;s it, we&#39;re out of ideas",neutral
Aamir is Norman Osborne<br>Shah Rukh is Tony Stark.,neutral
It is very emotional ????????,neutral
Please someone ask MCU to getting out spiderman by the neck from Marvel Cinematic Universe. He is just a headache for everyone. ???≠???≠,negative
Spiderman 4 is coming with tobey maguire,neutral
I just watched this movie and was completely unprepared of three spidermans and bad guys from the past. Didn&#39;t watched a trailer and nobody told me about. ????just blew my mind. I couldn&#39;t believe it.. All three in one movie ????amazing.. Just amazing. ???è??è´???ç??è¨???????è??è¨well done.,negative
It was alright.,positive
One of the greatest Spider-Man movies the fans has ever received ???˙ã?è,positive
"Worst kept secret, all three spideys show up. Movie felt like a romantic wrap up of a franchise, the villains didn&#39;t really do much.",negative
It&#39;s by far the best trailer that I have watched to date. And I keep coming back to watch it.,positive
This movie is a once in a lifetime experience ????,positive
people really watch this shit? this looks terrible,negative
Next movie must be &#39;Spider-Man Homeless&#39;????????????????,neutral
Isn‚Äôt it so sad how people could grow us so fast.,neutral
The annoying about this movie is the black bars,negative
Im so glad i got to live this moment in lifeÉù?,positive
I watch this full movie,neutral
everyone remembers where they were...,neutral
I Watch This Because of Toby Maguire,neutral
For you Nickelodeon fans:<br>Chase (PAW Patrol: The Movie) - Tom<br>Ryder or Skye (PAW Patrol: The Movie) - MJ<br>Liberty (PAW Patrol: The Movie) - Ned<br>Splinter (TMNT)<br><br><br><br><br><br><br><br>Aang (AVATAR: The Last Airbender) - Andrew<br>SpongeBob SquarePants - Tobey,neutral
the most idiot character ever...,negative
CanÉ??t believe itÉ??s been <b>ONE YEAR</b> since this trailer. I still remember the hype..,positive
"After first 3 spaidermans..very serious movies all other of  marvel are very silly,,, except this one, that doctor strange make it moreserious",negative
The Black One though! ‚úäüèøüòâ,neutral
anyone over the age of 5 who unironically enjoys these &quot;films&quot; should be sterilised,negative
I would give anything to experience the unreal hype for this movie again. Can&#39;t believe this came out two years ago.,positive
IÉ??m gonna make my kids Hardcore Spider-Man Fans n will make em wait for years to watch it in the same sequence they were released in. Éù?,neutral
Who is the guy who appeared so many times????˙??èØÉ?çÉ??ã?è,neutral
2 years,neutral
Can I please uplode spider man no way home on YouTube,neutral
"At <a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=142"">2:22</a> there were three spiderman in the movie but there is only one in the trailer ???ù????",neutral
The hype of this film was insane,positive
"Looking back at this trailer after a year, I just remembered the Brazilian trailer where Lizard gets kicked by seemingly nothing (obviously it&#39;s Andrew&#39;s Spidey) lmao<br><br>I still remember that those few frames basically 100% confirmed (albeit blatantly obvious already) the rumors of the other spider-men appearing lmao",positive
Happy 1 year,neutral
"I believe this film would never have been made had it not been for the pandemic. Schedules had to be cleared because no one knew when they would be back to work.<br><br>Fortunately, all of the big players were available to film and signed on. Thus No Way Home was made.",negative
This movie and trailers are fantastic,positive
"Spider-Boy...ir Spider-Teen is more apopro. And how could they have a middle-aged vllian fighting a teen, tryna kill him?",positive
"This movie is a masterpiece, I love it so much. Nothing will ever compare to the No way home movie theatre experience, IÉ??ll never forget it. I love all the spider man movies so much. This movie is so special to me since I grew up with the Raimi spider manÉ??s and I have seen all the movies and I love them all. Spider man will always be my favourite super hero",positive
The worst movie ever!!!! Is terrible!!!! 2 and  halt hour lost from my life!!!! Bad!BAD!! ,negative
Now I got it sam raimi made spiderman 1 2 and 3 because he wanted us to see this  masterpiece,positive
I doesnt like spidey now coz of this movie<br>A very simple story but make me hate this spiderman,negative
2 years to this incredible movie. <br>I still remember I was so excited going to the theatre to watch the movie on 16th Dec 2021 in India. <br>This movie also helped me meet my best friend for the first time after 1?´ years of lockdown. Oh the hype was real man. I remember waking up on 17th November 2021 at 6 or 7 am to watch the 2nd trailer and it got around 3M views in 2 minutes... <br>The hype was so real. I wanna relive 17 Nov 2021 and 16 Dec 2021 so bad. ????Éù?ã?èÉ?ç???ù,positive
This trailer sucks,negative
"I am leaving this comment here so after a month or a year when someone likes it, i get reminded of this masterpiece Éù?",positive
"Boring, same old same old, enough is enough now please STOP",negative
