Comment,Sentiment
I love how in their own universes the spider man villains would be super human and considered godly but when they enter the MCU they’re just normal in the grand scheme of things,positive
"Damn the hype for this movie was insane. Despite being a big marvel fan I never saw infinity war or endgame at the cinema and only watched the first trailer in order to avoid spoilers as I wanted to watch in my own time but when the hype began to build for nwh I got really invested and went with my dad to see it. The first half disappointed me as it wasn&#39;t what I hoped and I found the humour very intrusive in what is quite a dark film but from the electro and sand man fight onwards I became really invested and loved it. Not in my top ten MCU films but definitely the best MCU spider man film, probably 5th best spider man film overall and easily top 15 MCU films. Great film and great experience",positive
QWWEERTYWERRTTYYUWERRTYHUUUWERRTYYWERRTTYYWERTGHHYJSDFFGHWEERTHWWEERRTTYYWWERRTTYUUUWWERTYYUQEERRTTYYUUWERTTYUUUUUUEEERRTTTHHHSEFRRTYYYERRRTTTYYYUUIWERTTYJJKKEERTYUUQEERTYUIOQWFTYUIPWWETYUIIPPWERTYUWERTYYUIOWERTYII8IWRRTYUUIWERTYUO WWEERRT5YYUDRTTYYUUUDFFGHHJJFGGHHJWERT5IIODFTGTYHUDRGGYRRRTTTYUUURRTTYUUURTTYERERTTUUIERRTTTYYUKKDFRGGYYHERRTHHHJJJKKRRTTYUUUJKKKKYH,neutral
the most successful movie with spiderman in the world,positive
Hard to believe it’s already been a year. The hype for this movie was truly something else.,negative
Best Marvel trailer of all time?,positive
The masterpiece,neutral
"I just wanna say, this trailer ruined my life. I was angry. I told myself if they don’t show the other spider men in this trailer, they aren’t in the movie. They weren’t. I was done with it. Then 2 hours later we got the lizard getting punched by air all over the internet 😅 GREATEST MOVIE EXPERIENCE IVE EVER HAD",positive
I am Bat- Oh wait wrong video,negative
History,neutral
I would do anything to watch this again for the first time,positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=162"">2:42</a> Your asshole after one sip of coffee",neutral
"“Peter,<br>Your struggling,<br>To have anything you want<br>While the world tries to make you choose.”",negative
"Coming back to this banger, this is cinema",neutral
Am I the only one who nearly lost it when Tobey Maguire’s Spider-Man returned?,positive
The stupidest movie ive ever watched. Should be called &quot;the amazing stupido-man&quot;,positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=111"">1:51</a> the most perfect part no doubts.",positive
"I&#39;m sure 10millions of views are mine, I literally watch this trailer every single day, I love this trailer and I remember the hype in 2021.",positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=136"">2:16</a> all the villains",neutral
the actual most hype for a movie since the last prequels for starwars 😂🤣,positive
The hype didn&#39;t match the movie.  Very disappointed,negative
can we all agree that this movie is the greatest fan service of all time,positive
The goblin is Parker’s most personal adversary <br><br>Gwen dies <br>Aunt may dies <br>And in the comics tv show or something he’s responsible for Mj’s disappearance<br>I also forgot how he traumatized <br>Tobey’s aunt may while she was praying 🙏🏽,positive
My favourite scene is when Steven says scobby do this crap,negative
Our children will not comprehend the impact of this movie…THIS WAS CINEMA,neutral
Wait it&#39;s 2023 already?,neutral
"year later, still doesn’t feel real",positive
"Just everything about the movie and the trailer is so good, like it’s good action, good art, design",positive
"To this day 2023 Feb 17 , <br>This was the last hyped Marvel Trailer and The Last Movie that actually delivered the hype it had and what the audience wanted",neutral
Who’s this new kid?,positive
"<a href=""https://www.youtube.com/watch?v=JfVOs4VSpmA&amp;t=88"">1:28</a> The most epic part. Still gives me goosebumps.",positive
"This movie had sooooo much potential, till they only had three spider men for only 30 mins",neutral
Who&#39;s here before Ant man and the wasp:Quantumania?<br>👇,neutral
"Yup , it&#39;s oficial , every single Holland Spiderman sucked , loved the 3 Maguire ones , loved even more the 2 Garfield thus why pissed me off not making 3 , but the 3 with Holland no thankyou. Please may the next 3 be more like the Garfield ones.",positive
This Movie was a Complete Joke...maybe 12yo and UNDER would watch it...but otherwise it&#39;s a complete Joke...Toby Maguire was the ONLY believable Spider man anyway...this guy was hopeless,positive
PLEASE MAKE MORE OF THESE THEY ARE MY FAV VIDS TO WATCH,positive
“I can’t save everyone” hits home everytime 😢,neutral
It was a stupid movie,negative
"I just watched this for the first time 2 days ago... Honestly got fed up of the superhero stuff... But that&#39;s all tv has on it these days.. so got sucked in..<br><br>It was excellent.. thought I&#39;d come read comments and realized that some (many) don&#39;t feel the same... <br><br>So decided to comment.. to put things in perspective.<br><br>See i saw the first spidermen in cinema... There was hype... All we had before this eas batman and superman movies... Xmen also just took off... These were cartoons that we grew up with that shaped us in more ways than we knew.. so it was important to us to see these characters come to life on the big screen...<br><br><br>Tobey was our first spiderman... We didn&#39;t have internet like we do now with data and cellphones.. so for us.. he just vanished... And was replaced by Andrew... And then 2 movies later... Another spiderman... <br><br>Each director told us a story... In their own way... And because they each remembered things differently... There were differences... <br><br>And we were asked to forget the previous movies... Because it was like a slate being wiped clean and irrelevant to the current happenings... <br><br>This was a breaking of the fourth wall for us...  By having them break the third...<br><br>The only other time this happened?? X-Men first class (mystique). <br><br>... So yes... There was a great deal of hype... Because then unlike now.. we didn&#39;t expect that it would have been the last time for us to see either of them as spiderman again... <br><br><br>Stated another way... Imagine 70 years from now... A reboot of James Cameron&#39;s titanic.... But the old lady telling the story is kate Winslet <br><br>Or 19 years from now... An ironman reboot... With Robert Downey Jr. <br><br>Or perhaps my best example yet.... A strange world where heath ledger and Joachin Phoenix square off against keaton and  kilmer.<br><br>Or all the bond actors together in one film...<br><br>See.... It&#39;s impossible... .... ... With this film Hollywood did the impossible<br><br><br>Oh! And fyi... It&#39;s the X-Men and spiderman that made enough money and got the MCU happening... Because it was profitable and people wanted more... <br><br>Compared to hulk, green lantern, and a lot of other shitty superhero movies along the way<br><br>(Yes lantern is DC.. but my point is the real world isn&#39;t isolated like that... They&#39;re all one big genre)<br><br>.... Goblin... Oc... Those characters died on us... And we felt it... So to see them.. in the ORIGINAL format....  We fans were done justice...a proper homage. They brought 3 generations of spiderman fans together in a way I don&#39;t see happening anytime soon until X-Men finds it&#39;s way",positive
